TE;NP;NU;Код об’єкта Кодифікатора;Категорія об’єкта Кодифікатора;Назва об’єкта Кодифікатора
0723683001;С;КОМАРОВЕ;UA07040050150016681;С;Комарове
0723683002;С;НОВОСІЛКИ;UA07040050250088493;С;Новосілки
0723683200;;КОПИЛЛІВСЬКА/С.КОПИЛЛЯ;UA07080130000017070;Н;Колківська
0723683201;С;КОПИЛЛЯ;UA07080130090054620;С;Копилля
0723683400;;КОСТЮХНІВСЬКА/С.КОСТЮХНІВКА;UA07040050000080830;Н;Маневицька
0723683401;С;КОСТЮХНІВКА;UA07040050160059649;С;Костюхнівка
0723683402;С;ВОВЧИЦЬК;UA07040050060094159;С;Вовчицьк
0723683403;С;КОЛОДІЇ;UA07040050140048062;С;Колодії
0723683500;;КРАСНОВІЛЬСЬКА/С.КРАСНОВОЛЯ;UA07080130000017070;Н;Колківська
0723683501;С;КРАСНОВОЛЯ;UA07080130100086918;С;Красноволя
0723683502;С;МАТЕЙКИ;UA07080130160079530;С;Матейки
0723683503;С;НІЧОГІВКА;UA07080130170053342;С;Нічогівка
0723683504;С;ПОГУЛЯНКА;UA07080130200088879;С;Погулянка
0723683505;С;ТЕЛЬЧІ;UA07080130260083567;С;Тельчі
0723683600;;КУКЛИНСЬКА/С.КУКЛИ;UA07040050000080830;Н;Маневицька
0723683601;С;КУКЛИ;UA07040050170072028;С;Кукли
0723683602;С;СЕВЕРИНІВКА;UA07040050290079626;С;Северинівка
0723683800;;КУЛИКОВИЧІВСЬКА/С.КУЛИКОВИЧІ;UA07080130000017070;Н;Колківська
0723683801;С;КУЛИКОВИЧІ;UA07080130120044346;С;Куликовичі
0723684000;;ЛІСІВСЬКА/С.ЛІСОВЕ;UA07040050000080830;Н;Маневицька
0723684001;С;ЛІСОВЕ;UA07040050180064082;С;Лісове
0723684002;С;ГУТА-ЛІСІВСЬКА;UA07040050090066618;С;Гута-Лісівська
0723685100;;НОВОРУДСЬКА/С.НОВА РУДА;UA07040050000080830;Н;Маневицька
0723685101;С;НОВА РУДА;UA07040050230013463;С;Нова Руда
0723685102;С;ГРАДИСЬК;UA07040050080016100;С;Градиськ
0723685103;С;НАБРУСКА;UA07040050220010269;С;Набруска
0723685300;;ОКОНСЬКА/С.ОКОНСЬК;UA07040050000080830;Н;Маневицька
0723685301;С;ОКОНСЬК;UA07040050260029782;С;Оконськ
0723685500;;ПРИЛІСНЕНСЬКА/С.ПРИЛІСНЕ;UA07040070000058434;Н;Прилісненська
0723685501;С;ПРИЛІСНЕ;UA07040070010027750;С;Прилісне
0723685502;С;ГАЛУЗІЯ;UA07040070020033731;С;Галузія
0723685503;С;ГОРОДОК;UA07040070030021664;С;Городок
0723685504;С;ЗАМОСТЯ;UA07040070040081436;С;Замостя
0723685505;С;КАРАСИН;UA07040070050064535;С;Карасин
0723685506;С;ЛИШНІВКА;UA07040070060097669;С;Лишнівка
0723685507;С;СЕРХІВ;UA07040070090065223;С;Серхів
0723686600;;СТАРОЧОРТОРИЙСЬКА/С.СТАРИЙ ЧОРТОРИЙСЬК;UA07040050000080830;Н;Маневицька
0723686601;С;СТАРИЙ ЧОРТОРИЙСЬК;UA07040050310035398;С;Старий Чорторийськ
0723687300;;ТРОЯНІВСЬКА/С.ТРОЯНІВКА;UA07040050000080830;Н;Маневицька
0723687301;С;ТРОЯНІВКА;UA07040050320096791;С;Троянівка
0723687302;С;БЕРЕЖНИЦЯ;UA07040050020098644;С;Бережниця
0723687303;С;МАЙДАН;UA07040050190092370;С;Майдан
0723687304;С;ЧЕРСЬК;UA07040050360043831;С;Черськ
0723687600;;ЦМІНІВСЬКА/С.ЦМІНИ;UA07040050000080830;Н;Маневицька
0723687601;С;ЦМІНИ;UA07040050340091433;С;Цміни
0723687602;С;КОЗЛИНИЧІ;UA07040050130024054;С;Козлиничі
0723687603;С;МАЛА ВЕДМЕЖКА;UA07040050200073071;С;Мала Ведмежка
0723687604;С;ПІДГАТТЯ;UA07040050270046041;С;Підгаття
0723687605;С;ХРЯСЬК;UA07040050330054862;С;Хряськ
0723687900;;ЧЕРЕВАХІВСЬКА/С.ЧЕРЕВАХА;UA07040050000080830;Н;Маневицька
0723687901;С;ЧЕРЕВАХА;UA07040050350010346;С;Череваха
0723687902;С;СОФІЯНІВКА;UA07040050300057670;С;Софіянівка
0723688200;;ЧОРНИЖІВСЬКА/С.ЧОРНИЖ;UA07080130000017070;Н;Колківська
0723688201;С;ЧОРНИЖ;UA07080130280092367;С;Чорниж
0724200000;;РАТНІВСЬКИЙ РАЙОН/СМТ РАТНЕ;UA07060000000092268;Р;Ковельський
0724255000;;СЕЛИЩА МІСЬКОГО ТИПУ РАТНІВСЬКОГО Р-НУ;UA07060000000092268;Р;Ковельський
0724255100;Т;РАТНЕ;UA07060310010081210;T;Ратне
0724255300;Т;ЗАБОЛОТТЯ;UA07060150010012280;T;Заболоття
0724255301;С;ГУТА;UA07060150020070360;С;Гута
0724255302;С;ЗАЛІСИ;UA07060150030033402;С;Заліси
0724255303;С;ТУР;UA07060150040042817;С;Тур
0724280000;;СІЛЬРАДИ РАТНІВСЬКОГО Р-НУ;UA07060000000092268;Р;Ковельський
0724280400;;ВЕЛИМЧЕНСЬКА/С.ВЕЛИМЧЕ;UA07060010000090019;Н;Велимченська
0724280401;С;ВЕЛИМЧЕ;UA07060010010014019;С;Велимче
0724280402;С;ДОШНЕ;UA07060010030071966;С;Дошне
0724280403;С;ДАТИНЬ;UA07060010020025738;С;Датинь
0724280404;С;ЗАПІЛЛЯ;UA07060010040027720;С;Запілля
0724281000;;ВИСОЧНЕНСЬКА/С.ВИСОЧНЕ;UA07060310000037369;Н;Ратнівська
0724281001;С;ВИСОЧНЕ;UA07060310050092217;С;Височне
0724281003;С;БЕРЕЗА;UA07060310020039368;С;Береза
0724281007;С;ВИЖИЧНО;UA07060310040099759;С;Вижично
0724281009;С;ВИТЕНЬ;UA07060310060083999;С;Витень
0724281800;;ГІРНИКІВСЬКА/С.ГІРНИКИ;UA07060310000037369;Н;Ратнівська
0724281801;С;ГІРНИКИ;UA07060310070070009;С;Гірники
0724281802;С;БРОДИ;UA07060310030097025;С;Броди
0724281803;С;СІЛЬЦЕ;UA07060310210047264;С;Сільце
0724283000;;ЖИРИЧІВСЬКА/С.ЖИРИЧІ;UA07060310000037369;Н;Ратнівська
0724283001;С;ЖИРИЧІ;UA07060310110072237;С;Жиричі
0724283400;;ЗАБРОДІВСЬКА/С.ЗАБРОДИ;UA07060170000059479;Н;Забродівська
0724283401;С;ЗАБРОДИ;UA07060170010066015;С;Заброди
0724283402;С;ЛУЧИЧІ;UA07060170100040652;С;Лучичі
0724283403;С;ЯКУШІВ;UA07060170180016835;С;Якушів
0724283404;С;АДАМІВКА;UA07060170020016287;С;Адамівка
0724283405;С;ВИДРАНИЦЯ;UA07060170030091036;С;Видраниця
0724283406;С;ВУЖИСЬК;UA07060170040080027;С;Вужиськ
0724283407;С;ЗАДОЛИНА;UA07060170050031481;С;Задолина
0724283408;С;ЗАІВАНОВЕ;UA07060170060047635;С;Заіванове
0724283409;С;ЗАЛЮТТЯ;UA07060170070044555;С;Залюття
0724283410;С;ЗАМШАНИ;UA07060170080076199;С;Замшани
0724283411;С;ЗОРЯНЕ;UA07060170090089732;С;Зоряне
0724283412;С;МЕЛЬНИКИ-РІЧИЦЬКІ;UA07060170110024239;С;Мельники-Річицькі
0724283413;С;ОКАЧЕВЕ;UA07060170120063343;С;Окачеве
0724283414;С;ПІДГІР'Я;UA07060170130070148;С;Підгір’я
0724283415;С;ПІСКИ-РІЧИЦЬКІ;UA07060170140095374;С;Піски-Річицькі
0724283416;С;ПОСТУПЕЛЬ;UA07060170150086762;С;Поступель
0724283417;С;РІЧИЦЯ;UA07060170160041154;С;Річиця
0724283418;С;ЩЕДРОГІР;UA07060170170055490;С;Щедрогір
0724284500;;ЗДОМИШЕЛЬСЬКА/С.ЗДОМИШЕЛЬ;UA07060310000037369;Н;Ратнівська
0724284501;С;ЗДОМИШЕЛЬ;UA07060310130071637;С;Здомишель
0724284502;С;КРАСКА;UA07060310180082540;С;Краска
0724284503;С;ШМЕНЬКИ;UA07060310240017887;С;Шменьки
0724285200;;КОРТЕЛІСЬКА/С.КОРТЕЛІСИ;UA07060310000037369;Н;Ратнівська
0724285201;С;КОРТЕЛІСИ;UA07060310160027340;С;Кортеліси
0724285205;С;ЗАПОКІВНЕ;UA07060310120015474;С;Запоківне
0724285206;С;КОСИЦІ;UA07060310170016886;С;Косиці
0724285500;;МЛИНІВСЬКА/С.МЛИНОВЕ;UA07060310000037369;Н;Ратнівська
0724285501;С;МЛИНОВЕ;UA07060310190090794;С;Млинове
0724285502;С;ГОДИНЬ;UA07060310080086170;С;Годинь
0724285503;С;ДОЛИНА;UA07060310090065185;С;Долина
0724285504;С;ДОМАНОВЕ;UA07060310100058701;С;Доманове
0724285505;С;СІЛЬЦЯ-МЛИНІВСЬКІ;UA07060310220037418;С;Сільця-Млинівські
0724286000;;ПРОХІДСЬКА/С.ПРОХІД;UA07060310000037369;Н;Ратнівська
0724286001;С;ПРОХІД;UA07060310200026719;С;Прохід
0724286003;С;КОМАРОВЕ;UA07060310140080486;С;Комарове
0724286005;С;КОНИЩЕ;UA07060310150079180;С;Конище
0724286007;С;СТАРОСТИНЕ;UA07060310230078085;С;Старостине
0724286900;;САМАРІВСЬКА/С.САМАРИ;UA07060350000084520;Н;Самарівська
0724286901;С;САМАРИ;UA07060350010086789;С;Самари
0724286902;С;БЕРЕЗНИКИ;UA07060350020078334;С;Березники
0724286903;С;БОРОВУХА;UA07060350030076327;С;Боровуха
0724286904;С;ГОЛОВИЩЕ;UA07060350050025122;С;Головище
0724286905;С;ЗАНИВСЬКЕ;UA07060350080074372;С;Занивське
0724286906;С;КОЗОВАТА;UA07060350100082230;С;Козовата
0724286907;С;БРОДЯТИНЕ;UA07060350040025117;С;Бродятине
0724286908;С;ПІД'ЯЗІВНІ;UA07060350130082384;С;Під’язівні
0724286909;С;ТЕРЕБОВИЧІ;UA07060350160065374;С;Теребовичі
0724286910;С;ЯЗАВНІ;UA07060350190090787;С;Язавні
0724286911;С;ЗАЛИСИЦЯ;UA07060350060023589;С;Залисиця
0724286912;С;ЗАЛУХІВ;UA07060350070091438;С;Залухів
0724286913;С;ЗАПРИП'ЯТЬ;UA07060350090072185;С;Заприп’ять
0724286914;С;МАЛЕ ОРІХОВЕ;UA07060350110070814;С;Мале Оріхове
0724286915;С;МЕЖИСИТЬ;UA07060350120078242;С;Межисить
0724286916;С;ПОЧАПИ;UA07060350140033750;С;Почапи
0724286917;С;САМАРИ-ОРІХОВІ;UA07060350150097199;С;Самари-Оріхові
0724286918;С;ХАБАРИЩЕ;UA07060350170034826;С;Хабарище
0724286919;С;ЩИТИНСЬКА ВОЛЯ;UA07060350180049226;С;Щитинська Воля
0724500000;;РОЖИЩЕНСЬКИЙ РАЙОН/М.РОЖИЩЕ;UA07080000000034745;Р;Луцький
0724510000;;МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ РОЖИЩЕНСЬКОГО Р-НУ;UA07080000000034745;Р;Луцький
0724510100;М;РОЖИЩЕ;UA07080250010017534;M;Рожище
0724555000;;СЕЛИЩА МІСЬКОГО ТИПУ РОЖИЩЕНСЬКОГО Р-НУ;UA07080000000034745;Р;Луцький
0724555300;Т;ДУБИЩЕ;UA07080250020042343;Т;Дубище
0724580000;;СІЛЬРАДИ РОЖИЩЕНСЬКОГО Р-НУ;UA07080000000034745;Р;Луцький
0724580600;;БЕРЕСЬКА/С.БЕРЕСЬК;UA07080090000017614;Н;Доросинівська
0724580601;С;БЕРЕСЬК;UA07080090020019441;С;Береськ
0724580800;;ВІЧИНІВСЬКА/С.ВІЧИНІ;UA07080090000017614;Н;Доросинівська
0724580801;С;ВІЧИНІ;UA07080090040028621;С;Вічині
0724581000;;ВОРОНЧИНСЬКА/С.ВОРОНЧИН;UA07080090000017614;Н;Доросинівська
0724581001;С;ВОРОНЧИН;UA07080090050018875;С;Ворончин
0724581003;С;СТУДИНІ;UA07080090100091047;С;Студині
0724581400;;ГОРОДИНІВСЬКА/С.ГОРОДИНІ;UA07080270000067148;Н;Торчинська
0724581401;С;ГОРОДИНІ;UA07080270100028739;С;Городині
0724581402;С;РОМАНІВ;UA07080270150075725;С;Романів
0724581900;;ДОРОСИНІВСЬКА/С.ДОРОСИНІ;UA07080090000017614;Н;Доросинівська
0724581901;С;ДОРОСИНІ;UA07080090010098846;С;Доросині
0724581903;С;КИЯЖ;UA07080090070075949;С;Кияж
0724582600;;ІВАНЧИЦІВСЬКА/С.ІВАНЧИЦІ;UA07080170000013585;Н;Луцька
0724582601;С;ІВАНЧИЦІ;UA07080170170078262;С;Іванчиці
0724582602;С;ОЗДЕНІЖ;UA07080170270024739;С;Озденіж
0724582800;;КОБЧЕНСЬКА/С.КОБЧЕ;UA07080250000053335;Н;Рожищенська
0724582801;С;КОБЧЕ;UA07080250130014629;С;Кобче
0724582900;;КОПАЧІВСЬКА/С.КОПАЧІВКА;UA07080150000089103;Н;Копачівська
0724582901;С;КОПАЧІВКА;UA07080150010098484;С;Копачівка
0724582902;С;БАШОВА;UA07080150020023127;С;Башова
0724582903;С;ПІДЛІСКИ;UA07080150100095437;С;Підліски
0724582904;С;ТРОСТЯНКА;UA07080150110073754;С;Тростянка
0724582905;С;БЕРЕЗОЛУКИ;UA07080150030068934;С;Березолуки
0724582906;С;ЗАЛІСЦІ;UA07080150040025707;С;Залісці
0724582907;С;ОЛЕКСАНДРІВКА;UA07080150080069970;С;Олександрівка
0724582908;С;КРЕМЕНЕЦЬ;UA07080150050053109;С;Кременець
0724582909;С;КРОВАТКА;UA07080150060013077;С;Кроватка
0724582910;С;ЛЮБЧЕ;UA07080150070091521;С;Любче
0724582911;С;ПІДГІРНЕ;UA07080150090045590;С;Підгірне
0724582912;С;УЖОВА;UA07080150120037979;С;Ужова
0724582913;С;УЛЯНИКИ;UA07080150130077378;С;Уляники
0724582914;С;ЯБЛУНІВКА;UA07080150140059905;С;Яблунівка
0724583200;;ЛІТОГОЩАНСЬКА/С.ЛІТОГОЩА;UA07080250000053335;Н;Рожищенська
0724583201;С;ЛІТОГОЩА;UA07080250180074513;С;Літогоща
0724583202;С;ІВАНІВКА;UA07080250120024504;С;Іванівка
0724583203;С;КОРСИНІ;UA07080250150093570;С;Корсині
0724583500;;ЛУКІВСЬКА/С.ЛУКІВ;UA07080250000053335;Н;Рожищенська
0724583501;С;ЛУКІВ;UA07080250190024172;С;Луків
0724583502;С;КРИЖІВКА;UA07080250160095527;С;Крижівка
0724583503;С;НЕЗВІР;UA07080250250036209;С;Незвір
0724584100;;МИЛЬСЬКА/С.МИЛЬСЬК;UA07080250000053335;Н;Рожищенська
0724584101;С;МИЛЬСЬК;UA07080250210041675;С;Мильськ
0724584102;С;БЕРЕГОВЕ;UA07080250030051847;С;Берегове
0724584400;;НАВІЗЬКА/С.НАВІЗ;UA07080250000053335;Н;Рожищенська
0724584401;С;НАВІЗ;UA07080250240085886;С;Навіз
0724584500;;НЕМИРСЬКА/С.НЕМИР;UA07080090000017614;Н;Доросинівська
0724584501;С;НЕМИР;UA07080090080094224;С;Немир
0724584505;С;РАЙМІСТО;UA07080090090055950;С;Раймісто
0724584600;;НОСАЧЕВИЧІВСЬКА/С.НОСАЧЕВИЧІ;UA07080250000053335;Н;Рожищенська
0724584601;С;НОСАЧЕВИЧІ;UA07080250260066845;С;Носачевичі
0724584602;С;ВИШЕНЬКИ;UA07080250070042384;С;Вишеньки
0724584604;С;ЄЛИЗАВЕТИН;UA07080250100030478;С;Єлизаветин
0724584605;С;ОЛЕШКОВИЧІ;UA07080250280051652;С;Олешковичі
0724585000;;ПЕРЕСПІВСЬКА/С.ПЕРЕСПА;UA07080250000053335;Н;Рожищенська
0724585001;С;ПЕРЕСПА;UA07080250300010852;С;Переспа
0724585002;С;БОГУШІВСЬКА МАР'ЯНІВКА;UA07080250040055890;С;Богушівська Мар’янівка
0724585004;С;ЗАБАРА;UA07080250110042208;С;Забара
0724585005;С;ЛИНІВКА;UA07080250170041761;С;Линівка
0724585006;С;МАЛИНІВКА;UA07080250200097578;С;Малинівка
0724585007;С;МИРОСЛАВКА;UA07080250220078363;С;Мирославка
0724585009;С;ТРИЛІСЦІ;UA07080250370012307;С;Трилісці
0724585200;;ПОЖАРКІВСЬКА/С.ПОЖАРКИ;UA07080250000053335;Н;Рожищенська
0724585201;С;ПОЖАРКИ;UA07080250310043766;С;Пожарки
0724585202;С;ОЛЕНІВКА;UA07080250270075986;С;Оленівка
0724585600;;РУДКО-КОЗИНСЬКА/С.РУДКА-КОЗИНСЬКА;UA07080250000053335;Н;Рожищенська
0724585601;С;РУДКА-КОЗИНСЬКА;UA07080250320056747;С;Рудка-Козинська
0724585603;С;КОЗИН;UA07080250140041525;С;Козин
0724585900;;РУДНЯНСЬКА/С.РУДНЯ;UA07080250000053335;Н;Рожищенська
0724585901;С;РУДНЯ;UA07080250330049903;С;Рудня
0724585902;С;ВАЛЕР'ЯНІВКА;UA07080250060017894;С;Валер’янівка
0724585903;С;ОЛЬГАНІВКА;UA07080250290012303;С;Ольганівка
0724586200;;СОКІЛЬСЬКА/С.СОКІЛ;UA07080250000053335;Н;Рожищенська
0724586201;С;СОКІЛ;UA07080250340079406;С;Сокіл
0724586202;С;ДУХЧЕ;UA07080250090071346;С;Духче
0724586900;;ТОПІЛЬНЕНСЬКА/С.ТОПІЛЬНЕ;UA07080250000053335;Н;Рожищенська
0724586901;С;ТОПІЛЬНЕ;UA07080250360065892;С;Топільне
0724586902;С;ДМИТРІВКА;UA07080250080048681;С;Дмитрівка
0724586904;С;МИХАЙЛИН;UA07080250230076842;С;Михайлин
0724587000;;ТИХОТИНСЬКА/С.ТИХОТИН;UA07080250000053335;Н;Рожищенська
0724587001;С;ТИХОТИН;UA07080250350028058;С;Тихотин
0724587003;С;БОРТЯХІВКА;UA07080250050058391;С;Бортяхівка
0724587200;;ЩУРИНСЬКА/С.ЩУРИН;UA07080090000017614;Н;Доросинівська
0724587201;С;ЩУРИН;UA07080090120015312;С;Щурин
0724587202;С;КВІТНЕВЕ;UA07080090060033456;С;Квітневе
0724587203;С;ТРИСТЕНЬ;UA07080090110074449;С;Тристень
0724587800;;ЯСЕНІВСЬКА/С.ЯСЕНІВКА;UA07080090000017614;Н;Доросинівська
0724587801;С;ЯСЕНІВКА;UA07080090130013653;С;Ясенівка
0724587802;С;ВІТОНІЖ;UA07080090030027670;С;Вітоніж
0725000000;;СТАРОВИЖІВСЬКИЙ РАЙОН/СМТ СТАРА ВИЖІВКА;UA07060000000092268;Р;Ковельський
0725055000;;СЕЛИЩА МІСЬКОГО ТИПУ СТАРОВИЖІВСЬКОГО Р-НУ;UA07060000000092268;Р;Ковельський
0725055100;Т;СТАРА ВИЖІВКА;UA07060410010057761;T;Стара Вижівка
0725055101;С;БРІДКИ;UA07060410030083853;С;Брідки
0725055102;С;МЕЛЬНИКИ;UA07060410060040791;С;Мельники
0725055103;С;БОРЗОВА;UA07060410020094522;С;Борзова
0725055104;С;БРУНЕТІВКА;UA07060410040083825;С;Брунетівка
0725055105;С;ГАЛИНА ВОЛЯ;UA07060410050081135;С;Галина Воля
0725055106;С;МИЗОВЕ;UA07060410070016109;С;Мизове
0725055107;С;НОВА ВИЖВА;UA07060410080078376;С;Нова Вижва
0725055108;С;ПОЛІСЬКЕ;UA07060410090071892;С;Поліське
0725055109;С;РУДКА;UA07060410100083726;С;Рудка
0725055110;С;СЕДЛИЩЕ;UA07060410110091126;С;Седлище
0725055111;С;СМОЛЯРІ;UA07060410120068234;С;Смолярі
0725055112;С;ХОТИВЕЛЬ;UA07060410150081799;С;Хотивель
0725055113;С;ЧЕВЕЛЬ;UA07060410160051749;С;Чевель
0725055114;С;ЧЕРЕМШАНКА;UA07060410170053597;С;Черемшанка
0725080000;;СІЛЬРАДИ СТАРОВИЖІВСЬКОГО Р-НУ;UA07060000000092268;Р;Ковельський
0725080500;;БУЦИНСЬКА/С.БУЦИНЬ;UA07060130000030797;Н;Дубівська
0725080501;С;БУЦИНЬ;UA07060130030054727;С;Буцинь
0725081300;;ДУБЕЧНЕНСЬКА/С.ДУБЕЧНЕ;UA07060110000041168;Н;Дубечненська
0725081301;С;ДУБЕЧНЕ;UA07060110010042179;С;Дубечне
